2017-11-08T14-31-58,( - ),( C ),no peaks found,<0, no peaks found,<0
362af4f9-64dd-4377-907e-8dc614d4a3be,( +++ ),( A ),Enterococcus faecium,2.52,Enterococcus faecium,2.5
6f5262c8-4e48-4630-8ab3-058fe0b7fedf,( ++ ),( A ),Staphylococcus epidermidis,2.2,Staphylococcus epidermidis,2.16
6fd3c522-fe9a-49b1-a910-fd99fe1d648b,( +++ ),( A ),Pseudomonas aeruginosa,2.47,Pseudomonas aeruginosa,2.33
70b95152-6b55-43d5-a7e2-5ccacf8279b6,( ++ ),( A ),Lactobacillus jensenii,2.18,Lactobacillus jensenii,2.09
791d340e-76d2-4062-b2b5-0499dc5ef8bb,( +++ ),( B ),Klebsiella pneumoniae,2.38,Klebsiella pneumoniae,2.33
8428e715-b7c0-4aea-b27e-8275c4294646,( ++ ),( A ),Lactobacillus jensenii,2.19,Lactobacillus jensenii,1.95
87d5181a-ea20-4631-8cb6-5746c90fc2ad,( + ),( B ),Candida glabrata,1.9,Candida glabrata,1.88
89ea97d0-48fe-43e4-9d61-b1f53b1bae1b,( +++ ),( A ),Citrobacter koseri,2.45,Citrobacter koseri,2.38
9eb4acc9-6bc4-416f-a86b-67d02825d576,( +++ ),( A ),Enterococcus faecalis,2.43,Enterococcus faecalis,2.41
a4ec3548-b24e-48a3-b41d-0684c137fd42,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.14
ba80146b-ac01-4830-a42b-2449fcd3a0a5,( +++ ),( B ),Klebsiella pneumoniae,2.31,Klebsiella pneumoniae,2.27
c07c307b-f2f1-494e-b11e-edcef7435bd0,( +++ ),( B ),Klebsiella pneumoniae,2.41,Klebsiella pneumoniae,2.4
dfa8b7ba-8b2b-433d-8d68-2d588e93b871,( +++ ),( B ),Corynebacterium striatum,2.41,Corynebacterium striatum,2.35
e7e817e5-c98d-4c36-94a2-a2527e4128e8,( ++ ),( A ),Lactobacillus gasseri,2.06,Lactobacillus gasseri,2.02
e89c40a5-1fd6-44d0-a7f7-9991767e677e,( ++ ),( A ),Aerococcus urinae,2.28,Aerococcus urinae,2.19
f236120c-164d-475d-acb7-bd7c95855215,( +++ ),( C ),Enterobacter aerogenes,2.35,Enterobacter aerogenes,2.31
f2f60d87-26f2-4ae8-97b7-24c210701601,( +++ ),( A ),Escherichia coli,2.44,Escherichia coli,2.43
f906f6e0-112e-42d4-afd7-5645c8bd1b32,( +++ ),( B ),Lactobacillus gasseri,2.46,Lactobacillus gasseri,2.45
f9fde6be-a55c-4680-8fa8-708481eaecbd,( +++ ),( A ),Escherichia coli,2.47,Escherichia coli,2.44
ffedc424-c1af-4d74-8838-f30893575db9,( +++ ),( A ),Pseudomonas aeruginosa,2.42,Pseudomonas aeruginosa,2.38
0a7ef280-443a-4981-9c00-fe7457140455,( + ),( B ),Gardnerella sp,1.92,Gardnerella vaginalis,1.86
13bd3e0a-deb2-4ade-a00c-ea1181c7d433,( - ),( C ),no peaks found,<0, no peaks found,<0
176d3adf-cbb2-4f63-a41c-70c7c18be020,( +++ ),( C ),MIX!Gardnerella vaginalis,2.5,Gardnerella vaginalis,1.98
2c82d548-66b2-4b63-9a0a-94ef6869d39c,( ++ ),( A ),Alloscardovia omnicolens,2.1,Alloscardovia omnicolens,2.04
2d9bc262-dc64-4dee-86c2-a148f3431618,( ++ ),( A ),Gardnerella vaginalis,2.16,Gardnerella vaginalis,2.11
39664720-96be-40f8-89a0-ed9f433a87ca,( +++ ),( C ),MIX!Gardnerella sp,2.53,Gardnerella sp,2.51
3de48581-d375-4542-959e-265208b613e0,( +++ ),( B ),Streptococcus dysgalactiae,2.35,Streptococcus dysgalactiae,2.29
41456055-0943-40e4-bcbd-70e163e26646,( +++ ),( B ),Streptococcus dysgalactiae,2.4,Streptococcus dysgalactiae,2.39
4bf5c3c6-467f-4c74-aee3-7fbc7d2c1cce,( +++ ),( A ),Streptococcus agalactiae,2.3,Streptococcus agalactiae,2.3
50133d69-4174-414a-9af3-5b0b0229e6f5,( + ),( B ),Gardnerella sp,1.97,not reliable identification,1.47
54da1c5f-a72a-4741-a3de-f03e822d7164,( ++ ),( A ),Lactobacillus iners,2.14,not reliable identification,1.46
598f9e98-15a3-47f4-b4eb-59952c0cb01c,( - ),( C ),not reliable identification,1.28,not reliable identification,1.14
5b29eea5-a3d6-4bce-8e66-d2908b7faea5,( ++ ),( A ),Streptococcus agalactiae,2.28,Streptococcus agalactiae,2.26
6b70542e-aa55-4428-afa1-c7681e53d69f,( ++ ),( A ),Streptococcus agalactiae,2.15,Streptococcus agalactiae,2.13
725cad32-2e08-408d-b744-7710de890b53,( +++ ),( A ),Lactobacillus rhamnosus,2.57,Lactobacillus rhamnosus,2.51
77902d9f-7414-4dbb-8d0e-44faaecb6d5f,( ++ ),( A ),Lactobacillus rhamnosus,2.24,Lactobacillus rhamnosus,2.15
7f09df0b-d1d4-49c6-b175-8f68718c754e,( +++ ),( B ),Lactobacillus rhamnosus,2.59,Lactobacillus rhamnosus,2.54
7f1becff-359d-4340-908e-fd45754455c6,( +++ ),( A ),Lactobacillus iners,2.38,not reliable identification,1.47
893ce0d2-6a77-4a76-b4d3-374f1df8cf34,( +++ ),( A ),Lactobacillus iners,2.3,not reliable identification,1.46
8b7380b2-9386-428e-9380-743d80be7cb8,( +++ ),( A ),Gardnerella vaginalis,2.37,Gardnerella vaginalis,2.34
8eba47a4-2f92-49d2-a840-cfc7cd15d999,( - ),( C ),not reliable identification,1.52,not reliable identification,1.28
96d35af9-f5e7-4032-ba6a-3692a08109b8,( ++ ),( A ),Gardnerella sp,2.15,Gardnerella vaginalis,1.96
9ee877cd-20eb-4d33-b7d3-8b62a0a99068,( +++ ),( C ),MIX!Lactobacillus iners,2.6,Lactobacillus iners,2.59
a83350a0-965c-475d-9720-06017c51b554,( ++ ),( A ),Lactobacillus gasseri,2.25,Lactobacillus gasseri,2.2
a8aa001a-7765-4958-a5ad-3fe518fc4607,( +++ ),( A ),Lactobacillus iners,2.33,not reliable identification,1.43
b00a8550-2429-4127-abbe-8d3eef479fc0,( + ),( B ),Lactobacillus iners,1.92,not reliable identification,1.56
b3468435-2c65-43a1-bc76-926afe9f313c,( ++ ),( A ),Lactobacillus gasseri,2.17,Lactobacillus gasseri,2.13
c7dd14fa-2231-4fac-a86d-e26449e76c48,( +++ ),( A ),Lactobacillus iners,2.32,not reliable identification,1.39
cc20ba1d-84ed-40a7-b845-fd6a0829bb89,( +++ ),( A ),Lactobacillus parabuchneri,2.36,Lactobacillus parabuchneri,2.35
ce819600-2895-43ea-b297-182b162d5407,( +++ ),( A ),Streptococcus agalactiae,2.34,Streptococcus agalactiae,2.29
d51a33ef-8f10-49d6-9e77-f88747fc1246,( +++ ),( C ),Lactobacillus gasseri,2.37,Lactobacillus gasseri,2.32
ded5f466-dbb8-48c1-90aa-abe9089711c3,( ++ ),( A ),Gardnerella vaginalis,2.14,Gardnerella vaginalis,2.01
e38478ad-3bbb-4772-ad10-72f7a99f5f0d,( ++ ),( A ),Lactobacillus jensenii,2.28,Lactobacillus jensenii,2
e9bd3f94-6a3f-4c9d-bc40-7095a37a0c2b,( - ),( C ),not reliable identification,1.63,not reliable identification,1.55
f34beb22-46ad-4f41-895a-68ecd0a79e18,( ++ ),( A ),Streptococcus agalactiae,2.09,Streptococcus agalactiae,2.02
fcb7ceaf-64fa-4b7c-8ba5-e2b4009237a1,( ++ ),( A ),Bifidobacterium breve,2.22,Bifidobacterium breve,2.19
c189e9e0-e5b2-427c-a043-f4203cc89cdc,( - ),( C ),not reliable identification,1.54,not reliable identification,1.41
f1f5bd7a-d62d-4ec3-8179-32c4e63df0ee,( - ),( C ),not reliable identification,1.37,not reliable identification,1.31
06cbfef3-ae87-40da-807f-10c57a75ff0b,( - ),( C ),not reliable identification,1.25,not reliable identification,1.25
395edd96-5401-476d-9215-87eff81fc562,( + ),( B ),Aggregatibacter segnis,1.93,Aggregatibacter segnis,1.93
4385f3a2-5c55-4ed5-a355-10e987875037,( - ),( C ),not reliable identification,1.51,not reliable identification,1.48
48993a17-1a82-4b10-9098-90408c50035d,( + ),( B ),Haemophilus parainfluenzae,1.96,Haemophilus parainfluenzae,1.9
8f8f8762-4f77-49f4-bac5-5bcdd8be5293,( - ),( C ),not reliable identification,1.5,not reliable identification,1.18
e54ef033-de89-4145-a403-726854cb7ff4,( - ),( C ),not reliable identification,1.43,not reliable identification,1.37
eecb8805-90f2-440c-a204-cd485223e89e,( - ),( C ),not reliable identification,1.28,not reliable identification,1.25
031e17d4-45a4-4a2c-abd4-03d91739dc44,( + ),( B ),Brevibacterium paucivorans,1.81,not reliable identification,1.38
0b38eb31-30a4-4425-a07c-24bf69ad6bb5,( +++ ),( A ),Proteus mirabilis,2.43,Proteus mirabilis,2.39
1fd04814-f7f1-4a72-8c22-5e9233c1f877,( +++ ),( A ),Proteus mirabilis,2.51,Proteus mirabilis,2.49
25e2c0df-e388-4981-addf-634156c1d3ee,( +++ ),( A ),Morganella morganii,2.5,Morganella morganii,2.5
26b2b96f-4c9f-4621-ab24-a157f8f242e0,( + ),( B ),Corynebacterium simulans,1.97,Corynebacterium simulans,1.9
26e7d49d-09ee-4a3d-8799-0da80ab005e5,( +++ ),( A ),Pseudomonas aeruginosa,2.35,Pseudomonas aeruginosa,2.32
331a32e8-e859-44cd-b23f-cbf8a6a610fa,( + ),( B ),Brevibacterium paucivorans,1.75,not reliable identification,1.18
342c8adc-90b9-410b-b7cf-6cb04ca75e68,( - ),( C ),no peaks found,<0, no peaks found,<0
3a6d2d33-a9b1-4734-9986-00078ed5a861,( ++ ),( A ),Haemophilus parainfluenzae,2.03,Haemophilus parainfluenzae,1.88
3efbfe69-e58a-47d7-802b-ced7706fc820,( - ),( C ),not reliable identification,1.68,not reliable identification,1.39
514a6de6-6020-42da-be8d-ba356c87d25a,( - ),( C ),not reliable identification,1.45,not reliable identification,1.44
6f8e3517-58bb-4a4f-a392-c8e3f7b2d81a,( +++ ),( A ),Enterococcus faecalis,2.52,Enterococcus faecalis,2.41
722b3c62-97de-4c27-962a-410e3351c8bd,( +++ ),( A ),Morganella morganii,2.49,Morganella morganii,2.42
79035195-5a7b-43d5-8081-695da158c1ff,( ++ ),( B ),Propionibacterium avidum,2.28,Propionibacterium sp[2],2.16
7fa3c2b2-7f96-4999-ae76-73e10a3637f8,( +++ ),( A ),Staphylococcus aureus,2.34,Staphylococcus aureus,2.27
841f1e42-f854-45ee-9303-6742a4995d7c,( ++ ),( B ),Corynebacterium simulans,2.18,Corynebacterium simulans,2.15
87c5a7f4-275c-441e-97c2-7dd26b0fba3b,( +++ ),( B ),Klebsiella pneumoniae,2.45,Klebsiella pneumoniae,2.39
8a18a10c-843c-4d8c-88a8-23afb272df4f,( +++ ),( C ),MIX!Staphylococcus aureus,2.66,Staphylococcus aureus,2.61
a240ced6-c4f1-4cba-8d74-9297e7f8b37b,( ++ ),( C ),Klebsiella pneumoniae,2.05,Klebsiella pneumoniae,2.05
a634eb3b-d4b6-4adc-ac01-7aa16ec71eda,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.05
a8d4befb-52b3-4aee-91be-439384df4676,( +++ ),( A ),Acinetobacter junii,2.47,Acinetobacter junii,2.38
a907c99d-fcba-441a-9a1f-233b7a8e32d3,( +++ ),( B ),Streptococcus canis,2.31,Streptococcus dysgalactiae,2.12
b2ad1012-b6c2-47a4-bb19-448eb4f965b7,( - ),( C ),not reliable identification,1.18,not reliable identification,1.13
c42f0715-f518-4114-83a3-cb7be1590c4a,( ++ ),( A ),Staphylococcus capitis,2.14,Staphylococcus capitis,2.14
ecfad0d4-37dd-429c-914b-75b2febe1340,( + ),( B ),Prevotella bivia,1.98,Prevotella bivia,1.95
f1fc57ec-eb5a-4f74-b6c1-079790edbaa8,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.38
101a888a-1a31-4e8f-a9ec-1094dff0daaf,( ++ ),( A ),Staphylococcus epidermidis,2.29,Staphylococcus epidermidis,2.16
1271e726-fbf9-4e37-99a5-1d0d64ff85b3,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.44
140c8891-eafb-480e-91f8-6c4a0ecd9aa2,( +++ ),( B ),Klebsiella pneumoniae,2.48,Klebsiella pneumoniae,2.44
2da5b3d0-c769-47c4-afca-cce3bd829c98,( +++ ),( A ),Escherichia coli,2.31,Escherichia coli,2.28
3a4368b2-8f76-465d-9319-b16dd024641e,( +++ ),( A ),Streptococcus anginosus,2.37,Streptococcus anginosus,2.36
47e51af6-0f9a-47d7-b832-3841b554bce9,( +++ ),( A ),Streptococcus anginosus,2.43,Streptococcus anginosus,2.31
4e0e675c-7dff-4e05-8077-5685b7eb7abb,( +++ ),( A ),Staphylococcus aureus,2.35,Staphylococcus aureus,2.34
57625e6b-ef57-440a-927c-1be5691df77a,( +++ ),( B ),Klebsiella pneumoniae,2.56,Klebsiella pneumoniae,2.45
5eeda7b7-ea0f-4544-b143-fd3981e9e6f9,( +++ ),( B ),Pseudomonas aeruginosa,2.43,Pseudomonas aeruginosa,2.4
66e56c46-0607-471b-bf6a-e9d8e0e865e7,( +++ ),( A ),Staphylococcus aureus,2.4,Staphylococcus aureus,2.39
6779a3bf-2319-47ce-8501-56d2c646bd50,( ++ ),( A ),Haemophilus parainfluenzae,2.24,Haemophilus parainfluenzae,2.24
6bda3d4d-2681-44d3-affa-54d6de6580fb,( - ),( C ),not reliable identification,1.48,not reliable identification,1.45
700cc082-452f-4b1c-8881-b5ec8a6a3d0a,( +++ ),( A ),Pseudomonas aeruginosa,2.37,Pseudomonas aeruginosa,2.34
73e1c118-314f-4b5e-bde0-a3c58eb44e5c,( +++ ),( A ),Streptococcus anginosus,2.44,Streptococcus anginosus,2.33
8853849c-8405-44ed-a057-a6f101cb266a,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,1.94
8e6015dd-11b2-433a-a5b9-52d0262dde4a,( - ),( C ),no peaks found,<0, no peaks found,<0
9e7760ef-2712-49b2-8d37-4f7875686311,( ++ ),( A ),Staphylococcus epidermidis,2.12,Staphylococcus epidermidis,2.07
a77d3897-87a7-4fc9-80ba-02b9065a0714,( +++ ),( A ),Staphylococcus aureus,2.46,Staphylococcus aureus,2.41
aca8f0d8-f899-4c01-8331-ced49b429d26,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.16
b157d18d-d331-4a42-8545-8e812b191644,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.28
b8bd95dc-c592-47a3-8ecc-f06bea3b9c78,( +++ ),( A ),Enterococcus faecalis,2.47,Enterococcus faecalis,2.46
d087a8f3-ade5-47c2-83dd-f026273f896c,( ++ ),( A ),Staphylococcus epidermidis,2.2,Staphylococcus epidermidis,2.14
d296029f-295b-4844-912a-6b6738444f55,( +++ ),( A ),Staphylococcus aureus,2.37,Staphylococcus aureus,2.32
d711d0c3-9e9e-4035-b352-bab8fb9cde32,( +++ ),( A ),Escherichia coli,2.33,Escherichia coli,2.33
d769380a-1459-4210-a274-c2958d893cdc,( +++ ),( A ),Staphylococcus aureus,2.34,Staphylococcus aureus,2.34
df49475e-7a7e-4b3f-a35a-291b688e31a7,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.4
efbb80e2-917d-4eac-bdce-ae9f3c273bfc,( - ),( C ),not reliable identification,1.43,not reliable identification,1.42
108c7eb1-32f5-4dba-ac1f-7caf595d054e,( +++ ),( A ),Enterococcus faecalis,2.54,Enterococcus faecalis,2.46
7a77814c-36dc-4db2-9f87-10571ef4ca4a,( +++ ),( A ),Enterococcus faecium,2.54,Enterococcus faecium,2.53
b9d2d273-28fc-4117-93f1-fb99a8786b1b,( - ),( C ),not reliable identification,1.35,not reliable identification,1.33
f24aa97c-97e7-4ff3-a6de-7924fca29334,( - ),( C ),not reliable identification,1.31,not reliable identification,1.27
06f6bcde-f207-4320-930d-5f971e8c7bba,( +++ ),( A ),Actinomyces turicensis,2.3,Actinomyces turicensis,2.07
0a1ade91-56de-416e-af28-d63afeb7f892,( ++ ),( A ),Streptococcus constellatus,2.27,Streptococcus constellatus,2.18
1c98d500-9c37-4aa9-8095-a56a81a5c033,( +++ ),( A ),Escherichia coli,2.42,Escherichia coli,2.39
27e90440-1168-4e85-a94f-f7b58e4eb557,( + ),( B ),Candida glabrata,1.93,Candida glabrata,1.82
2b16122d-91e0-4152-995e-b681fb018ecf,( +++ ),( A ),Streptococcus agalactiae,2.3,Streptococcus agalactiae,2.27
3181624b-9795-4f93-852f-eb99ff3f017d,( +++ ),( A ),Escherichia coli,2.43,Escherichia coli,2.34
34fc93d9-fcaf-43db-8b7a-3277db7e8ea1,( + ),( B ),Staphylococcus epidermidis,1.99,Staphylococcus epidermidis,1.96
3c6831ad-aae2-44a7-8263-89b0bb785ad4,( ++ ),( C ),Klebsiella oxytoca,2.28,Klebsiella oxytoca,2.28
4b4dff41-4aff-4e78-b6d8-c4a76f6e2d3e,( ++ ),( A ),Lactobacillus iners,2.1,not reliable identification,1.56
4d807945-5fab-4ad0-ab0a-b09d149f683e,( ++ ),( A ),Actinomyces radingae,2.17,Actinomyces radingae,2.15
50a32d50-fa07-4bd5-88ab-16d482c48dae,( ++ ),( A ),Staphylococcus capitis,2.16,Staphylococcus capitis,2.1
5327494c-2567-4bdf-9523-086c0fbb7271,( ++ ),( A ),Staphylococcus epidermidis,2.26,Staphylococcus epidermidis,2.09
53f5add2-bc2d-4aff-9a3c-94d2dec43b37,( +++ ),( A ),Streptococcus anginosus,2.37,Streptococcus anginosus,2.35
5470f8e5-2df0-4bc0-8fee-a68d8f6cf2cd,( + ),( B ),Staphylococcus epidermidis,1.95,Staphylococcus epidermidis,1.87
634f02fe-e741-4acf-8822-e53dc304d014,( ++ ),( A ),Staphylococcus capitis,2.15,Staphylococcus capitis,2.11
6f789fac-afae-4383-bb4e-a4ba2944789a,( ++ ),( A ),Staphylococcus aureus,2.26,Staphylococcus aureus,2.2
79cb3e6e-59b1-41d6-a12d-bfb4ea4209ad,( +++ ),( A ),Klebsiella variicola,2.4,Klebsiella variicola,2.4
8701a3a6-f476-40b0-9c18-6b49a32f7e05,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.06
a1bfa615-d9ff-43e2-97c6-36d5c1da4f67,( +++ ),( A ),Enterococcus faecalis,2.32,Enterococcus faecalis,2.32
a366e85b-3617-4e2a-aec6-16751a4bb787,( +++ ),( C ),MIX!Lactobacillus johnsonii,2.42,Lactobacillus johnsonii,2.38
a408a3fc-f8c6-40ca-960b-ab6b07b60ab5,( +++ ),( A ),Streptococcus anginosus,2.35,Streptococcus anginosus,2.31
a5bcea39-8856-4337-bc09-0a69130f0a3c,( ++ ),( A ),Staphylococcus epidermidis,2.12,Staphylococcus epidermidis,2.06
a8768a6b-bc06-4687-8fc8-8f5f871eccd9,( +++ ),( A ),MIX!Enterococcus faecalis,2.61,Enterococcus faecalis,2.6
aa8e683f-fada-42d8-b6ea-befd83ecaf76,( ++ ),( A ),Staphylococcus epidermidis,2.09,Staphylococcus epidermidis,1.95
ada99402-1b6f-4570-9863-2eb5aff84fda,( +++ ),( A ),Staphylococcus aureus,2.35,Staphylococcus aureus,2.28
ae200a5e-e4b6-4e5d-af5b-35b63982bfc7,( +++ ),( A ),Enterococcus faecalis,2.4,Enterococcus faecalis,2.3
b911829f-2cef-4073-aa34-bbba837579f0,( ++ ),( A ),Staphylococcus haemolyticus,2.22,Staphylococcus haemolyticus,2.12
bc34cb25-7f9e-445a-9f43-1e0b4bf8aac3,( +++ ),( A ),MIX!Lactobacillus jensenii,2.46,Lactobacillus jensenii,2.39
c63b3240-7bf8-46eb-9a62-05e65e78f352,( +++ ),( C ),MIX!Gardnerella vaginalis,2.59,Gardnerella vaginalis,2.57
dcc567e5-d0fa-4f85-8edd-09837a909562,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.29
e1422527-732b-4ed3-94d1-ff9b74b1ab9e,( ++ ),( B ),Streptococcus dysgalactiae,2.27,Streptococcus dysgalactiae,2.18
e52a9313-741b-42b1-9bc7-fcd8979c1431,( ++ ),( A ),Corynebacterium amycolatum,2.28,Corynebacterium amycolatum,2.25
e8097151-c900-477c-b254-294c666813d8,( +++ ),( C ),MIX!Lactobacillus crispatus,2.43,Lactobacillus crispatus,2.42
f095bae2-c0b0-47f2-b7f5-0fd2766ba7b9,( +++ ),( A ),Staphylococcus aureus,2.36,Staphylococcus aureus,2.36
f2cd168f-bb78-4619-b0b9-5637b08b8aaf,( +++ ),( A ),MIX!Alloscardovia omnicolens,2.6,Alloscardovia omnicolens,2.57
f7fad04f-9dd4-410e-b6c8-bdc827d9dcd8,( +++ ),( A ),Enterococcus faecium,2.48,Enterococcus faecium,2.28
f959a128-0e7c-4153-a75e-e8f4eb275a46,( +++ ),( A ),Enterococcus faecium,2.55,Enterococcus faecium,2.5
0a528ae1-a98a-42dd-9128-4a053cfb8223,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.42
0a759fd7-b358-4e13-a0b9-f96f478331df,( +++ ),( A ),Staphylococcus aureus,2.5,Staphylococcus aureus,2.44
56f2db27-9fe5-4508-92d6-ce9cb5d985a2,( ++ ),( B ),Candida albicans,2.17,Candida albicans,2.13
58ef512b-e528-44a1-8462-7225fa0d991d,( - ),( C ),not reliable identification,1.48,not reliable identification,1.36
65c66d93-1429-4d39-bbf8-d3a9f0bee870,( +++ ),( A ),Klebsiella variicola,2.52,Klebsiella variicola,2.48
72070aaa-f290-446b-8cc5-3aa52a3851d9,( +++ ),( A ),Pseudomonas aeruginosa,2.41,Pseudomonas aeruginosa,2.37
75061856-11b0-46d6-ace5-485a4c14aef1,( +++ ),( B ),Proteus hauseri,2.47,Proteus vulgaris,2.25
b3aee789-ebe1-4b41-b3c2-94e8ff4f8cef,( ++ ),( B ),Serratia marcescens,2.23,Serratia marcescens,2.17
c050c184-4469-4450-a566-3468b879c5b9,( + ),( B ),Candida dubliniensis,1.8,Candida dubliniensis,1.76
e1a28cd4-367a-4e9f-a54f-6d12e107f6db,( +++ ),( A ),Escherichia coli,2.35,Escherichia coli,2.27
caeef6fa-2480-4ab0-8b13-fd9b41f222a5,( - ),( C ),not reliable identification,1.36,not reliable identification,1.35
e990d625-5ddd-4f05-9f74-7c033c65d5dd,( ++ ),( A ),Citrobacter braakii,2,Citrobacter freundii,1.98
869ac27f-9c02-49c3-9b6e-33e15392b7ec,( - ),( C ),not reliable identification,1.49,not reliable identification,1.42
c449e19d-d528-4784-97b3-7c01eb57f210,( ++ ),( A ),Propionibacterium acnes,2.03,Propionibacterium acnes,1.99
17921732-e0e5-444a-ba01-e03650837617,( + ),( B ),Streptococcus anginosus,1.9,Streptococcus anginosus,1.77
887fa1e3-0ac3-4a91-b162-b8890d0ecdb8,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.34
94909eb5-5e5a-421e-94bb-6a6351d8b8d3,( + ),( B ),Streptococcus anginosus,1.85,Streptococcus anginosus,1.74
abe2ccb7-6b02-475b-970c-f2b636cc2df8,( +++ ),( A ),Staphylococcus aureus,2.4,Staphylococcus aureus,2.37
c3339d19-f873-410f-8224-c63e489af4dd,( - ),( C ),no peaks found,<0, no peaks found,<0
cfad8321-ae8b-4408-9965-cf7cd318673b,( - ),( C ),not reliable identification,1.62,not reliable identification,1.43
232eb90d-d645-490c-b6ce-e7a438be3595,( +++ ),( A ),Staphylococcus aureus,2.32,Staphylococcus aureus,2.23
2fe2e160-0163-4cea-8ca8-b8454f8c9420,( +++ ),( A ),Streptococcus pyogenes,2.4,Streptococcus pyogenes,2.4
5d5811ee-a825-4372-be99-09c18f02d15b,( ++ ),( B ),Streptococcus dysgalactiae,2.23,Streptococcus dysgalactiae,2.13
750a6377-029e-4583-a71e-f7539bee55c5,( +++ ),( A ),Escherichia coli,2.46,Escherichia coli,2.37
05e45e1e-b56b-40c3-acf7-1e78f02728f2,( ++ ),( A ),Anaerococcus murdochii,2.06,Anaerococcus murdochii,1.91
0f80d3eb-8943-43c5-96c0-773d193a3fdb,( +++ ),( A ),Lactobacillus rhamnosus,2.53,Lactobacillus rhamnosus,2.51
11745011-b9e6-4c11-92aa-41e238fd6d25,( +++ ),( A ),Lactobacillus rhamnosus,2.53,Lactobacillus rhamnosus,2.52
249b40f6-c51c-4732-9126-6e6b91b21f5a,( +++ ),( A ),Fusobacterium gonidiaformans,2.42,Fusobacterium gonidiaformans,2.4
2d9727a5-7584-4332-85f8-772badf71ff3,( ++ ),( A ),Candida glabrata,2.18,Candida glabrata,2.09
3c50d600-916a-43d5-8d4a-105c288842c9,( - ),( C ),not reliable identification,1.49,not reliable identification,1.44
4123e297-85ad-4505-8d14-838829cc13ad,( ++ ),( A ),Candida glabrata,2.16,Candida glabrata,2.16
4d1c2fc3-48b8-4994-88e1-737b04a2c6c1,( + ),( B ),Peptoniphilus asaccharolyticus,1.82,not reliable identification,1.66
4fda801a-0a71-46ff-9e96-9d82d753ec4d,( ++ ),( A ),Anaerococcus murdochii,2.03,Anaerococcus murdochii,1.97
51660f3d-5caa-4eb7-8d02-2279a0d1263a,( +++ ),( B ),Lactobacillus gasseri,2.3,Lactobacillus gasseri,2.3
627b9751-164d-44e0-88b4-a1b349c60596,( - ),( C ),no peaks found,<0, no peaks found,<0
7955ac75-639a-4080-820f-9cc7e0664e33,( +++ ),( A ),Fusobacterium gonidiaformans,2.41,Fusobacterium gonidiaformans,2.4
82cca5cc-78fe-41c9-b911-df76692ef902,( +++ ),( A ),Prevotella timonensis,2.41,Prevotella timonensis,2.41
8b2f0d37-c6db-4cbc-b96c-44f6db1eaf5b,( + ),( B ),Anaerococcus murdochii,1.86,Anaerococcus murdochii,1.75
8db9ce22-b833-464b-86a2-c72d809fe34b,( ++ ),( A ),Peptostreptococcus anaerobius,2.21,Peptostreptococcus anaerobius,2.19
9eb208e2-173f-4d37-8bc2-d8c8d20c3411,( ++ ),( A ),Lactobacillus salivarius,2.11,Lactobacillus salivarius,1.93
9f7d0237-9a81-45d9-8682-b7df59169b82,( - ),( C ),not reliable identification,1.52,not reliable identification,1.51
a1507396-ea05-40ef-9d11-64abc3440bd7,( +++ ),( B ),Lactobacillus gasseri,2.33,Lactobacillus gasseri,2.32
a8b68d01-b9d2-4fc6-bf45-f92f61263526,( +++ ),( A ),Anaerococcus lactolyticus,2.34,Anaerococcus lactolyticus,2.28
ac2174e0-5201-444b-88d8-881bcc45d981,( ++ ),( A ),Peptostreptococcus anaerobius,2.22,Peptostreptococcus anaerobius,2.19
c6767049-81b7-4ea6-9370-5a7eec7e5b8a,( + ),( B ),Peptoniphilus asaccharolyticus,1.7,not reliable identification,1.46
ccd4ad68-fea4-4e3e-b152-3ee0d622d97b,( ++ ),( A ),Staphylococcus caprae,2.25,Staphylococcus caprae,2.19
dcb1552f-0b02-4d4f-8409-10933d202a2b,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.11
ec04c543-8828-4094-8035-ce7570219491,( +++ ),( A ),Prevotella timonensis,2.34,Prevotella timonensis,2.28
f3649555-17cd-4620-996a-8bb6b4dfa781,( ++ ),( A ),Lactobacillus salivarius,2.16,Lactobacillus salivarius,1.91
2017-11-08T12-07-22,( - ),( C ),no peaks found,<0, no peaks found,<0
2017-11-08T12-07-22,( - ),( C ),not reliable identification,1.02,not reliable identification,1.01
2017-11-08T12-07-22,( - ),( C ),not reliable identification,1.04,not reliable identification,1.03
2017-11-08T12-07-22,( - ),( C ),not reliable identification,1.09,not reliable identification,1.08
